chr1:912900-913500,A549
chr1:937599-938199,A549
chr1:943716-944316,A549
chr1:943963-944563,A549
chr1:944262-944862,A549
chr1:944578-945178,A549
chr1:945008-945608,A549
chr1:945360-945960,A549
chr1:2451646-2452246,A549
chr1:2452055-2452655,A549
chr1:3542896-3543496,A549
chr1:4380437-4381037,A549
chr1:7262601-7263201,A549
chr1:7262930-7263530,A549
chr1:7298009-7298609,A549
chr1:7301530-7302130,A549
chr1:7302490-7303090,A549
chr1:7302814-7303414,A549
chr1:7474970-7475570,A549
chr1:7478393-7478993,A549
chr1:8313578-8314178,A549
chr1:8905486-8906086,A549
chr1:8908223-8908823,A549
chr1:8908621-8909221,A549
chr1:8910255-8910855,A549
chr1:8911266-8911866,A549
chr1:8986769-8987369,A549
chr1:9302141-9302741,A549
chr1:10376642-10377242,A549
chr1:10379006-10379606,A549
chr1:10380039-10380639,A549
chr1:10380515-10381115,A549
chr1:10380779-10381379,A549
chr1:10386677-10387277,A549
chr1:10402132-10402732,A549
chr1:10402648-10403248,A549
chr1:10403398-10403998,A549
chr1:10403652-10404252,A549
chr1:10421754-10422354,A549
chr1:10422105-10422705,A549
chr1:10423174-10423774,A549
chr1:10423964-10424564,A549
chr1:10424195-10424795,A549
chr1:10424543-10425143,A549
chr1:12556357-12556957,A549
chr1:12556851-12557451,A549
chr1:12593465-12594065,A549
chr1:12594042-12594642,A549
chr1:12594384-12594984,A549
chr1:12594799-12595399,A549
chr1:15158402-15159002,A549
chr1:15158696-15159296,A549
chr1:15159060-15159660,A549
chr1:15168406-15169006,A549
chr1:15201328-15201928,A549
chr1:15201547-15202147,A549
chr1:15201751-15202351,A549
chr1:15202008-15202608,A549
chr1:15282956-15283556,A549
chr1:15283410-15284010,A549
chr1:15424586-15425186,A549
chr1:15426116-15426716,A549
chr1:15426762-15427362,A549
chr1:15427150-15427750,A549
chr1:15429656-15430256,A549
chr1:15430244-15430844,A549
chr1:15432184-15432784,A549
chr1:15432753-15433353,A549
chr1:15433380-15433980,A549
chr1:15797515-15798115,A549
chr1:15797887-15798487,A549
chr1:15876289-15876889,A549
chr1:16121643-16122243,A549
chr1:16174746-16175346,A549
chr1:16177773-16178373,A549
chr1:16372431-16373031,A549
chr1:16372833-16373433,A549
chr1:16770056-16770656,A549
chr1:16770301-16770901,A549
chr1:16888746-16889346,A549
chr1:16888944-16889544,A549
chr1:16889214-16889814,A549
chr1:17003374-17003974,A549
chr1:17003764-17004364,A549
chr1:17128796-17129396,A549
chr1:17167337-17167937,A549
chr1:17167854-17168454,A549
chr1:17168133-17168733,A549
chr1:17168403-17169003,A549
chr1:17232071-17232671,A549
chr1:17276421-17277021,A549
chr1:17287011-17287611,A549
chr1:17287337-17287937,A549
chr1:17765388-17765988,A549
chr1:17765925-17766525,A549
chr1:17768019-17768619,A549
chr1:17768497-17769097,A549
chr1:17768776-17769376,A549
chr1:19504164-19504764,A549
chr1:19504817-19505417,A549
chr1:19505145-19505745,A549
chr1:20474356-20474956,A549
chr1:20474854-20475454,A549
chr1:20584765-20585365,A549
chr1:20847151-20847751,A549
chr1:20847498-20848098,A549
chr1:20848101-20848701,A549
chr1:21264840-21265440,A549
chr1:22257201-22257801,A549
chr1:22259386-22259986,A549
chr1:22259718-22260318,A549
chr1:22260382-22260982,A549
chr1:22746908-22747508,A549
chr1:22747263-22747863,A549
chr1:22747728-22748328,A549
chr1:23101354-23101954,A549
chr1:23101767-23102367,A549
chr1:23193723-23194323,A549
chr1:23193900-23194500,A549
chr1:23194180-23194780,A549
chr1:23194567-23195167,A549
chr1:23194892-23195492,A549
chr1:23272643-23273243,A549
chr1:23273335-23273935,A549
chr1:23273682-23274282,A549
chr1:23274000-23274600,A549
chr1:23586264-23586864,A549
chr1:24770132-24770732,A549
chr1:26349086-26349686,A549
chr1:26349668-26350268,A549
chr1:27000547-27001147,A549
chr1:27002555-27003155,A549
chr1:27005611-27006211,A549
chr1:27005975-27006575,A549
chr1:27011630-27012230,A549
chr1:28123280-28123880,A549
chr1:28123560-28124160,A549
chr1:31666035-31666635,A549
chr1:31666344-31666944,A549
chr1:31666686-31667286,A549
chr1:32703769-32704369,A549
chr1:32704058-32704658,A549
chr1:32775177-32775777,A549
chr1:32775576-32776176,A549
chr1:32912358-32912958,A549
chr1:32912673-32913273,A549
chr1:36203295-36203895,A549
chr1:36203612-36204212,A549
chr1:36204131-36204731,A549
chr1:36342329-36342929,A549
chr1:36342711-36343311,A549
chr1:36343088-36343688,A549
chr1:37499130-37499730,A549
chr1:40866291-40866891,A549
chr1:40976831-40977431,A549
chr1:40977185-40977785,A549
chr1:40977635-40978235,A549
chr1:40978027-40978627,A549
chr1:41021769-41022369,A549
chr1:41023160-41023760,A549
chr1:41151781-41152381,A549
chr1:41152142-41152742,A549
chr1:41152544-41153144,A549
chr1:41485514-41486114,A549
chr1:41485835-41486435,A549
chr1:41486187-41486787,A549
chr1:41901452-41902052,A549
chr1:41901970-41902570,A549
chr1:44924710-44925310,A549
chr1:44924924-44925524,A549
chr1:45507238-45507838,A549
chr1:45525185-45525785,A549
chr1:45953954-45954554,A549
chr1:45954404-45955004,A549
chr1:48915795-48916395,A549
chr1:48916062-48916662,A549
chr1:48916404-48917004,A549
chr1:48917767-48918367,A549
chr1:48918221-48918821,A549
chr1:48931432-48932032,A549
chr1:48931775-48932375,A549
chr1:50973134-50973734,A549
chr1:50975646-50976246,A549
chr1:51737621-51738221,A549
chr1:53112760-53113360,A549
chr1:53172599-53173199,A549
chr1:53541352-53541952,A549
chr1:53542051-53542651,A549
chr1:53542502-53543102,A549
chr1:55127770-55128370,A549
chr1:55128322-55128922,A549
chr1:55284756-55285356,A549
chr1:55310050-55310650,A549
chr1:55310483-55311083,A549
chr1:55311009-55311609,A549
chr1:55311289-55311889,A549
chr1:55321780-55322380,A549
chr1:55428082-55428682,A549
chr1:55506828-55507428,A549
chr1:55507103-55507703,A549
chr1:55507415-55508015,A549
chr1:55507687-55508287,A549
chr1:56627537-56628137,A549
chr1:58930203-58930803,A549
chr1:59143684-59144284,A549
chr1:61132579-61133179,A549
chr1:61132953-61133553,A549
chr1:61133203-61133803,A549
chr1:61441082-61441682,A549
chr1:61441624-61442224,A549
chr1:61442342-61442942,A549
chr1:61449696-61450296,A549
chr1:61452114-61452714,A549
chr1:61481237-61481837,A549
chr1:61496352-61496952,A549
chr1:61496899-61497499,A549
chr1:63697564-63698164,A549
chr1:63698182-63698782,A549
chr1:63703975-63704575,A549
chr1:63704365-63704965,A549
chr1:63704939-63705539,A549
chr1:63917751-63918351,A549
chr1:63917973-63918573,A549
chr1:63918266-63918866,A549
chr1:64132912-64133512,A549
chr1:64911226-64911826,A549
chr1:64933106-64933706,A549
chr1:64933379-64933979,A549
chr1:64933540-64934140,A549
chr1:65978510-65979110,A549
chr1:65979042-65979642,A549
chr1:65979447-65980047,A549
chr1:65992090-65992690,A549
chr1:65992354-65992954,A549
chr1:65992783-65993383,A549
chr1:66175504-66176104,A549
chr1:66175958-66176558,A549
chr1:66176703-66177303,A549
chr1:66177315-66177915,A549
chr1:66181998-66182598,A549
chr1:66183272-66183872,A549
chr1:66206435-66207035,A549
chr1:66206709-66207309,A549
chr1:66285525-66286125,A549
chr1:66285785-66286385,A549
chr1:66286091-66286691,A549
chr1:66286765-66287365,A549
chr1:67771020-67771620,A549
chr1:67791144-67791744,A549
chr1:67791545-67792145,A549
chr1:67792011-67792611,A549
chr1:67879778-67880378,A549
chr1:67880109-67880709,A549
chr1:67880422-67881022,A549
chr1:67896801-67897401,A549
chr1:67897101-67897701,A549
chr1:67897418-67898018,A549
chr1:67987203-67987803,A549
chr1:67987615-67988215,A549
chr1:72282248-72282848,A549
chr1:72282638-72283238,A549
chr1:75100426-75101026,A549
chr1:77030666-77031266,A549
chr1:77540319-77540919,A549
chr1:81702781-81703381,A549
chr1:81703280-81703880,A549
chr1:85577718-85578318,A549
chr1:85577985-85578585,A549
chr1:85578280-85578880,A549
chr1:85578764-85579364,A549
chr1:85583245-85583845,A549
chr1:85584743-85585343,A549
chr1:85585030-85585630,A549
chr1:87887803-87888403,A549
chr1:87888395-87888995,A549
chr1:87940325-87940925,A549
chr1:89671672-89672272,A549
chr1:89672046-89672646,A549
chr1:89672359-89672959,A549
chr1:89672720-89673320,A549
chr1:89910191-89910791,A549
chr1:89910699-89911299,A549
chr1:89911050-89911650,A549
chr1:89911499-89912099,A549
chr1:89974617-89975217,A549
chr1:91608790-91609390,A549
chr1:91610723-91611323,A549
chr1:91611270-91611870,A549
chr1:91613521-91614121,A549
chr1:91613955-91614555,A549
chr1:91850755-91851355,A549
chr1:91851167-91851767,A549
chr1:91851580-91852180,A549
chr1:91889553-91890153,A549
chr1:91889985-91890585,A549
chr1:91900451-91901051,A549
chr1:93606014-93606614,A549
chr1:93616202-93616802,A549
chr1:93616494-93617094,A549
chr1:93661740-93662340,A549
chr1:93662005-93662605,A549
chr1:94236475-94237075,A549
chr1:94608082-94608682,A549
chr1:94942019-94942619,A549
chr1:95166877-95167477,A549
chr1:95167292-95167892,A549
chr1:95167571-95168171,A549
chr1:97093605-97094205,A549
chr1:97094190-97094790,A549
chr1:97581128-97581728,A549
chr1:97581494-97582094,A549
chr1:97906447-97907047,A549
chr1:97906756-97907356,A549
chr1:97907113-97907713,A549
chr1:98030415-98031015,A549
chr1:98030870-98031470,A549
chr1:98044651-98045251,A549
chr1:98045047-98045647,A549
chr1:98045267-98045867,A549
chr1:98045565-98046165,A549
chr1:98209607-98210207,A549
chr1:98209943-98210543,A549
chr1:98210405-98211005,A549
chr1:98263586-98264186,A549
chr1:98263883-98264483,A549
chr1:98264325-98264925,A549
chr1:98277447-98278047,A549
chr1:98277901-98278501,A549
chr1:98331050-98331650,A549
chr1:98331583-98332183,A549
chr1:98733108-98733708,A549
chr1:99736912-99737512,A549
chr1:100621934-100622534,A549
chr1:100622394-100622994,A549
chr1:100622846-100623446,A549
chr1:100623177-100623777,A549
chr1:103106482-103107082,A549
chr1:104706378-104706978,A549
chr1:104706646-104707246,A549
chr1:107684128-107684728,A549
chr1:108502523-108503123,A549
chr1:108503034-108503634,A549
chr1:109785989-109786589,A549
chr1:109786422-109787022,A549
chr1:109927756-109928356,A549
chr1:109928107-109928707,A549
chr1:110389982-110390582,A549
chr1:110393223-110393823,A549
chr1:110393489-110394089,A549
chr1:110393850-110394450,A549
chr1:110394319-110394919,A549
chr1:116642220-116642820,A549
chr1:143735636-143736236,A549
chr1:143735989-143736589,A549
chr1:143804080-143804680,A549
chr1:148303260-148303860,A549
chr1:150570093-150570693,A549
chr1:150570930-150571530,A549
chr1:150571266-150571866,A549
chr1:150571503-150572103,A549
chr1:151536372-151536972,A549
chr1:151536986-151537586,A549
chr1:151537439-151538039,A549
chr1:151545426-151546026,A549
chr1:151545901-151546501,A549
chr1:151969048-151969648,A549
chr1:151979827-151980427,A549
chr1:151980299-151980899,A549
chr1:151980730-151981330,A549
chr1:151981048-151981648,A549
chr1:151996024-151996624,A549
chr1:152497206-152497806,A549
chr1:152502411-152503011,A549
chr1:152502698-152503298,A549
chr1:152516397-152516997,A549
chr1:154221890-154222490,A549
chr1:154714007-154714607,A549
chr1:154714529-154715129,A549
chr1:154714799-154715399,A549
chr1:154729565-154730165,A549
chr1:154730126-154730726,A549
chr1:155004960-155005560,A549
chr1:155005407-155006007,A549
chr1:155007062-155007662,A549
chr1:155024941-155025541,A549
chr1:155025501-155026101,A549
chr1:155570106-155570706,A549
chr1:155570513-155571113,A549
chr1:156121988-156122588,A549
chr1:156136953-156137553,A549
chr1:156498068-156498668,A549
chr1:156571182-156571782,A549
chr1:156571483-156572083,A549
chr1:157965942-157966542,A549
chr1:158011138-158011738,A549
chr1:158016448-158017048,A549
chr1:158016793-158017393,A549
chr1:159282004-159282604,A549
chr1:159492360-159492960,A549
chr1:159492844-159493444,A549
chr1:159597617-159598217,A549
chr1:159598089-159598689,A549
chr1:159751636-159752236,A549
chr1:159752085-159752685,A549
chr1:159752537-159753137,A549
