chr1:10893157-10893757,MCF7
chr1:58288104-58288704,MCF7
chr1:76968922-76969522,MCF7
chr1:80130662-80131262,MCF7
chr1:86434267-86434867,MCF7
chr1:106194533-106195133,MCF7
chr1:106232015-106232615,MCF7
chr1:106259365-106259965,MCF7
chr1:106549589-106550189,MCF7
chr1:106549999-106550599,MCF7
chr1:106567435-106568035,MCF7
chr1:106571673-106572273,MCF7
chr1:106621261-106621861,MCF7
chr1:106646730-106647330,MCF7
chr1:106746491-106747091,MCF7
chr1:106747047-106747647,MCF7
chr1:106768384-106768984,MCF7
chr1:106772852-106773452,MCF7
chr1:106850787-106851387,MCF7
chr1:106944608-106945208,MCF7
chr1:107003854-107004454,MCF7
chr1:107095566-107096166,MCF7
chr1:107095960-107096560,MCF7
chr1:107162638-107163238,MCF7
chr1:107195142-107195742,MCF7
chr1:107207585-107208185,MCF7
chr1:107262391-107262991,MCF7
chr1:107262829-107263429,MCF7
chr1:107315226-107315826,MCF7
chr1:107315593-107316193,MCF7
chr1:107401035-107401635,MCF7
chr1:109644538-109645138,MCF7
chr1:109696947-109697547,MCF7
chr1:109697760-109698360,MCF7
chr1:111649890-111650490,MCF7
chr1:114369798-114370398,MCF7
chr1:114554405-114555005,MCF7
chr1:114884487-114885087,MCF7
chr1:116452968-116453568,MCF7
chr1:117271055-117271655,MCF7
chr1:118479249-118479849,MCF7
chr1:119996847-119997447,MCF7
chr1:144486925-144487525,MCF7
chr1:164126184-164126784,MCF7
chr1:164126404-164127004,MCF7
chr1:164126673-164127273,MCF7
chr1:177615168-177615768,MCF7
chr1:215489680-215490280,MCF7
chr1:217119521-217120121,MCF7
chr1:223319301-223319901,MCF7
chr10:20091665-20092265,MCF7
chr10:23833972-23834572,MCF7
chr10:51034659-51035259,MCF7
chr10:61981379-61981979,MCF7
chr10:67155672-67156272,MCF7
chr10:67156176-67156776,MCF7
chr10:67156421-67157021,MCF7
chr10:84527339-84527939,MCF7
chr10:130329251-130329851,MCF7
chr12:69936659-69937259,MCF7
chr12:79961078-79961678,MCF7
chr12:79961322-79961922,MCF7
chr12:82479975-82480575,MCF7
chr14:40271361-40271961,MCF7
chr14:44770933-44771533,MCF7
chr14:44771405-44772005,MCF7
chr14:44771895-44772495,MCF7
chr14:52373368-52373968,MCF7
chr14:53103534-53104134,MCF7
chr14:106017953-106018553,MCF7
chr19:10204439-10205039,MCF7
chr19:20237334-20237934,MCF7
chr21:15628557-15629157,MCF7
chr21:15628876-15629476,MCF7
chr21:22536388-22536988,MCF7
chr21:22536825-22537425,MCF7
chr21:22884466-22885066,MCF7
chr21:28699106-28699706,MCF7
chr21:28699421-28700021,MCF7
chr21:35682784-35683384,MCF7
chr21:35683057-35683657,MCF7
chr21:36267711-36268311,MCF7
chr21:40316000-40316600,MCF7
chr21:40324361-40324961,MCF7
chr21:40324657-40325257,MCF7
chr21:40335587-40336187,MCF7
chr21:40335861-40336461,MCF7
chr21:40373634-40374234,MCF7
chr21:40374164-40374764,MCF7
chr21:40387248-40387848,MCF7
chr21:41023369-41023969,MCF7
chr21:41101052-41101652,MCF7
chr1:932553-933153,MCF7
chr1:932981-933581,MCF7
chr1:933394-933994,MCF7
chr1:1364150-1364750,MCF7
chr1:10723509-10724109,MCF7
chr1:13600016-13600616,MCF7
chr1:15017067-15017667,MCF7
chr1:16423656-16424256,MCF7
chr1:17228921-17229521,MCF7
chr1:17561516-17562116,MCF7
chr1:20232144-20232744,MCF7
chr1:38951316-38951916,MCF7
chr1:45179560-45180160,MCF7
chr1:62181077-62181677,MCF7
chr1:68213733-68214333,MCF7
chr1:94445917-94446517,MCF7
chr1:96164132-96164732,MCF7
chr1:106534521-106535121,MCF7
chr1:106615380-106615980,MCF7
chr1:106880131-106880731,MCF7
chr1:107703089-107703689,MCF7
chr1:113102936-113103536,MCF7
chr1:114885094-114885694,MCF7
chr1:117433749-117434349,MCF7
chr1:145740135-145740735,MCF7
chr1:146691422-146692022,MCF7
chr1:147113990-147114590,MCF7
chr1:150668585-150669185,MCF7
chr1:151624701-151625301,MCF7
chr1:152450690-152451290,MCF7
chr1:166603218-166603818,MCF7
chr1:166603695-166604295,MCF7
chr1:171425106-171425706,MCF7
chr1:174238751-174239351,MCF7
chr1:174239083-174239683,MCF7
chr1:178033310-178033910,MCF7
chr1:184418882-184419482,MCF7
chr1:186958380-186958980,MCF7
